//////////////////////////////////////////////////////////////////////////////////////////
//
//            FILTERTAB.TXT
//
//    Table listing the different edition and deletion filters to be applied on the
//    "universal" TADB database.
//
//    There is one filter per line and their formats (DELETE and EDIT operations) are:
//
//    ClassName;Table_ID;ID;DELETE
//    ClassName(CDB_TAProduct);Table_ID;ID;EDIT;FAM_ID;CONN_ID;VERS_ID;<=PN_ID;deleted,available,hidden,fixed,mask1,int1;Priority
//
//      Table_ID:    table to which the object of class ClassName belongs, may be blank
//      ID:            ID of the object of class ClassName, may be blank
//      FAM_ID:        Family for which CDB_TAProduct derived objects will be considered, may be blank
//      CONN_ID:    Connection for which CDB_TAProduct derived objects will be considered, may be blank
//      VERS_ID:    Version for which CDB_TAProduct derived objects will be considered, may be blank
//      PN_ID:        PN for(==), above(>=) or below(<=) which CDB_TAProduct derived objects will be considered, may be blank
//      available:    flag indicating if the object is available
//      hidden:        flag indicating if the object is hidden            (string composed as d,a,h,f,m1,i1 may be blank)
//      mask1:        mask for int1 (0x00000001 to change bit 0; 0x0000000C to change bits 2 and 3)
//      int1:        integer for additional flagging (bit0 is InCBI flag; enter 0x00000001 to set it to one)
//      Priority:    flag indicating if the object is deleted, may be blank
//      -d [TA-Product ID]:     position 11, for debugging a line, will throw a debugbreak in hyselect when this line is applied; TA-Product ID is optional
//////////////////////////////////////////////////////////////////////////////////////////

//////////////////////////////////////////////////////////////////////////////////////////
// Deletions of reference to valves to be considered as potential measuring valves.
// (It is the filter of the 'CData' class for deleting).
//////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table_ID             ; ID                   ; DELETE
//----------------------------------------------------------------------------------------
// 2018-06-13 - all old STAD valves are now deleted.
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_3              ; DELETE    // FAM_STAD VERS_DRAIN12
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_4              ; DELETE    // FAM_STAD VERS_DRAIN34
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_9              ; DELETE    // FAM_STAD VERS_NODRAIN (for Jpn only)
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_11             ; DELETE    // FAM_STAD VERS_DRAIN34 NPS

CDB_StringID                ; MEASVALV_TAB         ; MVFAM_7              ; DELETE    // FAM_MD60
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_8              ; DELETE    // FAM_MDF3

// We exclude STAD* global version (drain 3/4").
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_14             ; DELETE    // FAM_STAD* VERS_DRAIN34

// We exclude STAD* NPT Thread
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_16             ; DELETE    // FAM_STAD* VERS_NODRAIN NPT thread

// We exclude STAD* US Version (without drain).
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_16             ; DELETE    // FAM_STAD* VERS_NODRAIN

//////////////////////////////////////////////////////////////////////////////////////////
// Hide pipe series (It is the filter of the 'CData' class for editing).
//////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table                ; ID                   ; EDIT ; a,h
//---------------------------------------------------------------
CTable                      ; PIPE_TAB             ; STEEL_AS             ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_BS1            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_BS2            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_BS3            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_BS4            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_NBN            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_NF1            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_NF2            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_SC40           ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_USST           ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; CU_SUNE3741          ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; CU_AS                ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; CU_NF                ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; CU_USTK              ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; CU_USTL              ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; CU_USTM              ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; HENCO                ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; CLIMAT_FASER         ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; FUSIOT_FASER         ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_PN74200        ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_PN74219        ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_PN74244        ; EDIT ; 1,1

///////////////////////////////////////////////////////////////////////
// Editions of CData objects flags
//////////////////////////////////////////////////////////////////////////
// ClassName                ; Table                ; ID                   ; EDIT ; a,h
//----------------------------------------------------------------------
CDB_MultiStringExt          ; HUBCONNECT_TAB       ; CONN_INTERTHRD       ; EDIT ; 0,0


//////////////////////////////////////////////////////////////////////////////////////////
// Editions/Deletions of valves (It is the filter of the 'CDB_TAProduct' class).
////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table                ; ID                   ; EDIT ; FAM_ID               ; CONN_ID           ; VERS_ID         ; <=PN_ID ; a,h ; m1,i1                 ; Priority ; -d IDBROL
//-------------------------------------------------------------------------------------------------------------------------------------
// We exclude global version.
CDB_RegulatingValve         ; REGVALV_TAB          ; STAD*10A_BV          ; EDIT ;                      ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_MULTISET_DPC     ;                   ;                 ;         ; 0,0 ;                       ;          ; 

CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD62             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAS             ;                   ;                 ;         ; 1,1 ;                       ; 5        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TBV              ;                   ;                 ;         ; 0,0 ;                       ; 7        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TBV-S            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAF-R           ;                   ;                 ;         ;     ;                       ; 5        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAF-R*          ;                   ;                 ;         ;     ;                       ; 5        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF3             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF3SG           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAG             ;                   ;                 ;         ;     ;                       ; 3        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAG*_G          ;                   ;                 ;         ;     ;                       ; 3        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TA240            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TA243            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF2             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF2SG           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF2GE           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_RADITRIM         ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_RADITRIMA        ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STK              ;                   ;                 ;         ;     ;                       ; 5        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TRIMK            ;                   ;                 ;         ;     ;                       ; 2        ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_TALOOP           ;                   ;                 ;         ;     ;                       ; 5        ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD01             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD02             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD03             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD11             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD12             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD13             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF0             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_VenturiValve            ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAV             ;                   ;                 ;         ; 0,0 ;                       ;          ; 

CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_REGUTEC          ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_REGULUX          ;                   ;                 ;         ; 1,0 ;                       ; 3        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_VEKOLUX          ;                   ;                 ;         ; 1,0 ;                       ; 3        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_VEKOTEC          ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_VEXACT2          ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_FEXAKT           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_HEIMSTD          ;                   ;                 ;         ; 0,0 ;                       ; 3        ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_HEIMLR           ;                   ;                 ;         ; 1,0 ;                       ; 5        ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_HEIMRF           ;                   ;                 ;         ; 1,0 ;                       ; 7        ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_HEIMRF_V         ;                   ;                 ;         ; 1,0 ;                       ; 7        ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_HEIMRF_E         ;                   ;                 ;         ; 1,0 ;                       ; 7        ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_MIKROTHERM       ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_VHV              ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_VHF              ;                   ;                 ;         ; 1,0 ;                       ;          ; 

CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_CALYPSO          ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_CALYPSOTRV3      ; CONN_RADUN_THR    ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_CALYEXACT        ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_CALYPSOZ         ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_FlowLimitedControlValve ; FLCTRLVALV_TAB       ;                      ; EDIT ; FAM_ECLIPSE          ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FlowLimitedControlValve ; FLCTRLVALV_TAB       ;                      ; EDIT ; FAM_ECLIPSEZ         ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_FlowLimitedControlValve ; FLCTRLVALV_TAB       ;                      ; EDIT ; FAM_ECLIPSE_F        ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FlowLimitedControlValve ; FLCTRLVALV_TAB       ;                      ; EDIT ; FAM_ECLIPSE_S        ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_FlowLimitedControlValve ; FLCTRLVALV_TAB       ;                      ; EDIT ; FAM_ECLIPSE_SD       ;                   ;                 ;         ; 0,0 ;                       ;          ; 

CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_DA516            ;                   ;                 ;         ;     ;                       ; 5        ; 
//CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_DA50             ;                   ;                 ;         ;     ;                       ; 7        ;  ** Deleted**

CDB_ControlValve            ; BALCTRLVALV_TAB      ;                      ; EDIT ; FAM_TBV-C            ; CONN_SMTHEND      ;                 ;         ;     ;                       ; 6        ; 
CDB_ControlValve            ; BALCTRLVALV_TAB      ;                      ; EDIT ; FAM_TBV-C            ; CONN_THREADN      ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ControlValve            ; BALCTRLVALV_TAB      ;                      ; EDIT ; FAM_TBV-CM           ; CONN_THREADN      ;                 ;         ; 0,0 ;                       ;          ; 
CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_TBV-CMP          ; CONN_THREADN      ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TBV              ; CONN_THREADN      ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TBV              ; CONN_SOLDER       ;                 ;         ; 0,0 ;                       ; 9        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAF-SG          ;                   ;                 ; >=PN_5  ;     ;                       ; 3        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAF-SG*_SG      ;                   ;                 ; >=PN_5  ;     ;                       ; 3        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAF-SG          ; CONN_ANSIFL       ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAF-SG*_SG      ; CONN_ANSIFL       ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAG             ;                   ; VERS_US         ;         ; 0,0 ;                       ;          ;  
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAG*_G          ;                   ; VERS_US         ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TA240            ;                   ; VERS_NBR        ;         ;     ;                       ; 3        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TA243            ;                   ; VERS_NBR        ;         ;     ;                       ; 3        ; 

CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_STAP             ; CONN_SMTHEND      ;                 ;         ;     ;                       ; 3        ; 
CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_STAP             ; CONN_THREADN      ;                 ;         ; 0,0 ;                       ;          ; 
CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_STAP             ; CONN_THREADJ      ;                 ;         ; 0,0 ;                       ;          ; 
